Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
65.85031223297119	54	9.305555	0.787146	11.0	8.0	9.305555555555555	0.7871459619613751	1005	56013
66.8283200263977	55	9.333333	0.7576767	11.0	8.0	9.333333333333334	0.7576767609436587	1008	57021
67.82731795310974	56	9.443397	0.7278839	11.0	8.0	9.443396226415095	0.7278838373947295	1001	58022
68.73078393936157	57	9.351851	0.6846845	11.0	8.0	9.351851851851851	0.6846845017531908	1010	59032
69.68304300308228	58	9.305555	0.7632574	11.0	8.0	9.305555555555555	0.7632573146685603	1005	60037
70.7673499584198	59	9.351851	0.7615142	11.0	8.0	9.351851851851851	0.761514266479707	1010	61047
71.77829813957214	60	9.383178	0.781143	11.0	8.0	9.383177570093459	0.781142941830537	1004	62051
72.99011397361755	61	9.411215	0.68294674	11.0	8.0	9.411214953271028	0.6829467628577611	1007	63058
74.09274697303772	62	9.429907	0.7867139	11.0	8.0	9.429906542056075	0.7867138506816806	1009	64067
75.21521925926208	63	9.247706	0.756088	11.0	8.0	9.247706422018348	0.756087991854551	1008	65075
76.48818826675415	64	9.373832	0.7428584	11.0	8.0	9.373831775700934	0.7428583906257067	1003	66078
77.59675693511963	65	9.373832	0.7301691	11.0	8.0	9.373831775700934	0.7301691583037236	1003	67081
78.93671607971191	66	9.45283	0.728556	11.0	8.0	9.452830188679245	0.728556021747465	1002	68083
81.43989610671997	67	9.490566	0.76781094	11.0	8.0	9.49056603773585	0.7678109414858793	1006	69089
82.72165393829346	68	9.45283	0.77863055	11.0	8.0	9.452830188679245	0.7786305766778623	1002	70091
83.84619903564453	69	9.342592	0.69604766	11.0	8.0	9.342592592592593	0.6960475323945469	1009	71100
85.02215814590454	70	9.4811325	0.79183495	11.0	8.0	9.481132075471699	0.7918348893488036	1005	72105
86.0153980255127	71	9.462264	0.689196	11.0	8.0	9.462264150943396	0.6891959808614673	1003	73108
87.01740527153015	72	9.364486	0.6469558	10.0	8.0	9.36448598130841	0.6469558242944591	1002	74110
87.97416806221008	73	9.314815	0.8238139	11.0	8.0	9.314814814814815	0.8238139414642675	1006	75116
89.01042103767395	74	9.533334	0.7046332	12.0	8.0	9.533333333333333	0.7046331928797681	1001	76117
89.94775390625	75	9.420561	0.82072884	13.0	8.0	9.42056074766355	0.8207289121532766	1008	77125
91.35077595710754	76	9.383178	0.76908565	11.0	8.0	9.383177570093459	0.7690856303342425	1004	78129
92.96842527389526	77	9.324074	0.76773715	11.0	8.0	9.324074074074074	0.7677372199896759	1007	79136
94.55387425422668	78	9.401869	0.759486	11.0	8.0	9.401869158878505	0.7594859683704689	1006	80142
95.65526700019836	79	9.373832	0.7676078	11.0	8.0	9.373831775700934	0.7676078205002269	1003	81145
97.09461808204651	80	9.172728	0.72436917	11.0	8.0	9.172727272727272	0.7243692040676859	1009	82154
98.37379908561707	81	9.429907	0.7248867	11.0	8.0	9.429906542056075	0.7248867076510398	1009	83163
99.39924120903015	82	9.383178	0.76908565	11.0	8.0	9.383177570093459	0.7690856303342425	1004	84167
100.5269832611084	83	9.364486	0.7284925	11.0	8.0	9.36448598130841	0.7284925334543954	1002	85169
101.7351610660553	84	9.420561	0.6702961	11.0	8.0	9.42056074766355	0.6702961150295741	1008	86177
102.91483116149902	85	9.429907	0.76258475	11.0	8.0	9.429906542056075	0.7625847528532841	1009	87186
103.98380422592163	86	9.314815	0.74097216	11.0	8.0	9.314814814814815	0.7409721860645391	1006	88192
105.02143001556396	87	9.411215	0.6964968	11.0	8.0	9.411214953271028	0.6964968554724004	1007	89199
105.96628308296204	88	9.580953	0.7274345	11.0	8.0	9.58095238095238	0.7274345315782212	1006	90205
107.0963089466095	89	9.342592	0.75965446	11.0	8.0	9.342592592592593	0.7596543687395803	1009	91214
108.23812508583069	90	9.256881	0.6827315	11.0	8.0	9.256880733944953	0.6827315579867543	1009	92223
109.36945009231567	91	9.266055	0.72494483	11.0	8.0	9.26605504587156	0.7249448170692995	1010	93233
111.14703822135925	92	9.256881	0.74690396	11.0	8.0	9.256880733944953	0.7469039426439493	1009	94242
112.70705723762512	93	9.314815	0.7775574	11.0	8.0	9.314814814814815	0.7775572879710004	1006	95248
113.82905101776123	94	9.462264	0.72910553	11.0	8.0	9.462264150943396	0.7291055298243907	1003	96251
114.83902311325073	95	9.268518	0.74045134	11.0	8.0	9.268518518518519	0.7404513323527688	1001	97252
115.84372925758362	96	9.342592	0.8516003	11.0	8.0	9.342592592592593	0.8516002043760197	1009	98261
116.79306530952454	97	9.314815	0.78937566	11.0	8.0	9.314814814814815	0.7893756105906338	1006	99267
117.73085403442383	98	9.305555	0.8103306	11.0	8.0	9.305555555555555	0.81033067476749	1005	100272
119.01475620269775	99	9.333333	0.745356	11.0	8.0	9.333333333333334	0.7453559924999298	1008	101280
